Name,Platform,DOIs,PubDates,Code,Description,License,Assembly,Alignment,UMIs,Quantification,QualityControl,Normalisation,Imputation,Integration,GeneFiltering,Clustering,Classification,Ordering,DifferentialExpression,MarkerGenes,ExpressionPatterns,VariableGenes,GeneSets,GeneNetworks,CellCycle,DimensionalityReduction,Transformation,Modality,AlternativeSplicing,RareCells,StemCells,Immune,Variants,Haplotypes,AlleleSpecific,Visualisation,Interactive,Simulation,Added,Updated
MPSSC,MATLAB,10.1093/bioinformatics/bty050,8/02/2018,https://github.com/ishspsy/project,MPSSC is a novel spectral clustering framework that imposes sparse structures on a target matrix.,GPL-3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17/02/2018,14/03/2018
MUDAN,R,,,https://github.com/JEFworks/MUDAN,Multi-sample Unified Discriminant ANalysis,GPL,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,13/02/2018,13/02/2018
MuSiC,R,10.1101/354944,PREPRINT,https://github.com/xuranw/MuSiC,MuSiC is a deconvolution method that utilizes cross-subject scRNA-seq to estimate cell type proportions in bulk RNA-seq data. ,GPL-3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,27/06/2018,27/06/2018
NanoPARE,Python/Shell/R/Perl,10.1101/gr.239202.118,24/10/2018,https://github.com/Gregor-Mendel-Institute/NanoPARE,This repository contains a collection of tools for analyzing RNA 5′ end data from nanoPARE sequencing libraries.,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9/11/2018,9/11/2018
NBID,R,10.1186/s13059-018-1438-9,31/05/2018,https://bitbucket.org/Wenan/nbid/src,Negative binomial with independent dispersions (NBID) for UMI based scRNA-seq data,MIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8/06/2018,8/06/2018
netSmooth,R,10.1101/234021,PREPRINT,https://github.com/BIMSBbioinfo/netSmooth,A Network smoothing based method for single cell RNA-seq,GPL-3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,20/12/2017,20/12/2017
netsne,C++,10.1016/j.cels.2018.05.017,19/06/2018,https://github.com/hhcho/netsne,"net-SNE, a neural network-based visualization tool developed for single cell RNA sequencing datasets.",MIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27/06/2018,27/06/2018
NetworkInference,Julia,10.1016/j.cels.2017.08.014,27/09/2017,https://github.com/Tchanders/NetworkInference.jl,"NetworkInference is a package for inferring (undirected) networks, given a set of measurements for each node.",MIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17/10/2017,17/10/2017
nimfa,Python/R,10.1093/bioinformatics/btw607,15/01/2017,https://github.com/ccshao/nimfa,Nimfa is a Python module that implements many algorithms for nonnegative matrix factorization,BSD-3-clause,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,13/11/2018,13/11/2018
OEFinder,R,10.1093/bioinformatics/btw004,6/01/2016,https://github.com/lengning/OEFinder,"Identify ordering effect genes in single cell RNA-seq data. OEFinder shiny impelemention depends on packages shiny, shinyFiles, gdata, and EBSeq.",,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8/09/2016,8/09/2016
Oscope,R,10.1038/nmeth.3549,24/08/2015,,Oscope: a statistical pipeline for identifying oscillatory genes in unsynchronized single cell RNA-seq experiments.,Artistic-2.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9/09/2016,15/03/2018
Ouija,R,10.1101/060442;10.1093/bioinformatics/bty498,PREPRINT;2018-06-23,https://github.com/kieranrcampbell/ouija,Incorporate prior information into single-cell trajectory (pseudotime) analyses using Bayesian nonlinear factor analysis.,GPL (>= 3),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8/09/2016,27/06/2018
ouijaflow,Python,10.1093/bioinformatics/bty498,23/06/2018,https://github.com/kieranrcampbell/ouijaflow,"ouijaflow implements the probabilistic single-cell pseudotime model Ouija in Edward and Tensorflow, allowing scalable inference on large single-cell datasets. Inference is performed using reparametrization gradient variational inference.",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15/03/2018,27/06/2018
Outrigger,Python,10.1016/j.molcel.2017.06.003,29/06/2017,https://github.com/YeoLab/outrigger,"Outrigger is a program to calculate alternative splicing scores of RNA-Seq data based on junction reads and a de novo, custom annotation created with a graph database, especially made for single-cell analyses.",BSD-3-clause,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8/09/2016,16/07/2017
pagoda2,R/C++,,,https://github.com/hms-dbmi/pagoda2,Single Cell Analysis and Differential Expression,GPL-3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,9/11/2018,9/11/2018
ParaDPMM,Matlab,10.1101/271163;10.1093/bioinformatics/bty702,PREPRINT;2018-08-28,https://github.com/tiehangd/Para_DPMM,Parallelized Inference for Single Cell Transcriptomic Clustering with Split Merge Sampling on DPMM Model,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8/03/2018,7/09/2018
PBA,Python,10.1101/170118,PREPRINT,https://github.com/AllonKleinLab/PBA,Population balance analysis (PBA) relates the observed states of a system to its steady-state dynamics by applying the law of population balance.,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7/08/2017,7/08/2017
PBLR,MATLAB,10.1101/379883,PREPRINT,http://page.amss.ac.cn/shihua.zhang/software.html,PBLR: an accurate single cell RNA-seq data imputation tool considering cell heterogeneity and prior expression level of dropouts,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13/11/2018,13/11/2018
pcaReduce,R,10.1186/s12859-016-0984-y,22/03/2016,https://github.com/JustinaZ/pcaReduce,Hierarchical clustering of single cell transcriptional profiles,GPL (>= 2),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9/09/2016,9/09/2016
pCMF,R,10.1101/211938,PREPRINT,https://gitlab.inria.fr/gdurif/pCMF,"A probabilistic Count Matrix Factorization (pCMF) approach for single-cell expression data analysis, that relies on a sparse Gamma-Poisson factor model.",GPL (>= 2),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8/11/2017,8/11/2017
pCreode,Python,10.1016/j.cels.2017.10.012,15/11/2017,https://github.com/KenLauLab/pCreode,"The term creode was coined by C.H. Waddington, combining the Greek words for “necessary” and “path” to describe the cell state transitional trajectories that define cell fate specification. Our algorithm aims to identify consensus routes from relatively noisy single-cell data and thus we named this algorithm p- (putative) Creode.",Apache-2.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7/12/2017,7/12/2017
PHATE,Python/MATLAB/R,10.1101/120378,PREPRINT,https://github.com/KrishnaswamyLab/PHATE,PHATE is a tool for visualizing high dimensional single-cell data with natural progressions or trajectories.,GPL-2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,20/11/2017,25/05/2018
PhenoPath,R,10.1101/159913;10.1038/s41467-018-04696-6,PREPRINT;2018-06-22,https://github.com/kieranrcampbell/phenopath,PhenoPath learns genomic trajectories (pseudotimes) in the presence of heterogenous environmental and genetic backgrounds encoded as additional covariates and identifies interactions between the trajectories and covariates. ,Apache-2.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16/07/2017,27/06/2018
PIVOT,R,10.1101/053348;10.1186/s12859-017-1994-0,PREPRINT;2018-01-05,https://github.com/qinzhu/PIVOT,PIVOT facilitates fast and interactive RNA-Seq data analysis and visualization.,Custom,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,16/07/2017,14/03/2018
PoissonUMIs,R,,,https://github.com/tallulandrews/PoissonUMIs,"R package providing functions for fitting, analyzing and visualizing single-cell RNASeq data which has been quantified by counting UMIs while accounting for different sequencing depths/detection rates between cells.",GPL-2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10/10/2016,25/09/2017
powsimR,R,10.1101/117150;10.1093/bioinformatics/btx435,PREPRINT;2017-11-01,https://github.com/bvieth/powsimR,Power analysis for bulk and single cell RNA-seq experiments,GPL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,20/03/2017,17/03/2018
PROSSTT,Python,10.1101/256941,PREPRINT,https://github.com/soedinglab/prosstt,PROSSTT (PRObabilistic Simulations of ScRNA-seq Tree-like Topologies) is a package with code for the simulation of scRNAseq data for dynamic processes such as cell differentiation.,GPL-3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7/02/2018,7/02/2018
pseudodynamics,MATLAB,10.1101/219188,PREPRINT,https://github.com/theislab/pseudodynamics,Pseudodynamics provides a dynamic (time­ resolved) description of a population as a density over a cell state coordinate.,GPL-3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21/11/2017,21/11/2017
pseudogp,R,10.1101/047365,PREPRINT,https://github.com/kieranrcampbell/pseudogp,pseudogp is an R package for Bayesian inference of Gaussian Process Latent Variable models learning pseudotimes from single-cell RNA-seq.,MIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,9/09/2016,9/09/2016
RaceID2,R,10.1016/j.stem.2016.05.010,21/06/2016,https://github.com/dgrun/StemID,"RaceID2 is an advanced version of RaceID, an algorithm for the identification of rare and abundant cell types from single cell transcriptome data.",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9/09/2016,9/09/2016
RAFSIL,R,10.1101/258699;10.1093/bioinformatics/bty260,PREPRINT;2018-06-27,http://www.kostkalab.net/software.html,Implements a two-step procedure using feature construction and random forest based similarity learning for single cell RNA sequencing data.,GPL-2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7/02/2018,18/07/2018
RayleighSelection,R/C++,arxiv/1811.03377,PREPRINT,https://github.com/CamaraLab/RayleighSelection/blob/master/DESCRIPTION,RayleighSelection is an R package for feature selection in topological spaces. Features are defined as differential forms on a simplicial complex and their significance is assesed through Rayleigh quotients.,MIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,19/11/2018,19/11/2018
RCA,R,10.1038/ng.3818,20/03/2017,https://github.com/GIS-SP-Group/RCA,"RCA, short for Reference Component Analysis, is an R package for robust clustering analysis of single cell RNA sequencing data (scRNAseq).",MIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,27/03/2017,27/03/2017
rCASC,R/Docker,10.1101/430967,PREPRINT,https://github.com/kendomaniac/rCASC,"rCASC, Cluster Analysis of Single Cells",GPL-3,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,14/11/2018,14/11/2018
reCAT,R,10.1038/s41467-017-00039-z,19/06/2017,https://github.com/tinglab/reCAT,reCAT is a modelling framework for unsynchronized single-cell transcriptome data that can reconstruct a high-resolution cell cycle time-series.,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,16/07/2017,16/07/2017
ROSeq,MATLAB,10.1101/374025,PREPRINT,https://github.com/malaalam/ROSeq,ROSeq evaluates differential expression between two subpopulations of single cells by modeling the rank distribution of read counts for each gene,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27/07/2018,27/07/2018
sarlacc,R,,,https://github.com/MarioniLab/sarlacc,"Is a pipeline to analyse nanopore sequencing data. It trims adapter sequences, retrieves optional UMI's, clusters reads and produces a consensus sequence for each cluster after multiple sequence alignment.",GPL-3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2018/11/23,2018/23/11
SAFE,R,10.1101/215723;10.1093/bioinformatics/bty793,PREPRINT;2018-09-08,https://github.com/yycunc/SAFEclustering,SAFE (Single-cell Aggregated clustering From Ensemble): Cluster ensemble for single-cell RNA-seq data,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21/11/2017,2/10/2018
SAIC,R,10.1186/s12864-017-4019-5,3/10/2017,https://github.com/xiweiwu/SAIC,Single cell RNA-seq analysis with iterative clustering (SAIC) is a method to identify subgroups and signature genes in single cell RNA-seq data.,LGPL(>= 2.0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10/10/2017,10/10/2017
sake,R,,,https://github.com/naikai/sake,Single-cell RNA-Seq Analysis and Klustering Evaluation. The aim of sake is to provide a user-friendly tool for easy analysis of NGS Single-Cell transcriptomic data.,GPL (>= 2),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,10/10/2016,10/10/2016
salmon,C++,10.1101/021592;10.1038/nmeth.4197;10.1101/335000,PREPRINT;2017-03-06;PREPRINT,https://github.com/COMBINE-lab/salmon,Salmon produces transcript-level quantification estimates for RNA-seq data. It includes the Alevin pipeline for quantifying droplet scRNA-seq.,GPL-3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8/06/2018,8/06/2018
SAMstrt,R,10.1093/bioinformatics/btt511,15/11/2013,https://github.com/shka/R-SAMstrt,Statistical test for differential expression in single-celltranscriptome with spike-in normalization,LGLP-3.0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9/09/2016,9/09/2016
SAUCIE,Python,10.1101/237065,PREPRINT,https://github.com/KrishnaswamyLab/SAUCIE,"SAUCIE (Sparse Autoencoder for Unsupervised Clustering, Imputation, and Embedding), simultaneously performs several key tasks for single-cell data analysis including 1) clustering, 2) batch correction, 3) visualization, and 4) denoising/imputation.",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22/02/2018,22/02/2018
SAVER,R,10.1101/138677;10.1038/s41592-018-0033-z,PREPRINT;2018-06-25,https://github.com/mohuangx/SAVER,SAVER (Single-cell Analysis Via Expression Recovery) implements a regularized regression prediction and empirical Bayes method to recover the true gene expression profile in noisy and sparse single-cell RNA-seq data.,GPL-2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23/06/2017,27/06/2018
SBDN,R,arxiv/1802.08114,PREPRINT,https://www.ucl.ac.uk/statistics/people/thomas-bartlett,Implements the sparse Bayesian dynamic network model,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1/03/2018,2/03/2018
SC2P,R,10.1093/bioinformatics/bty329,28/04/2018,https://github.com/haowulab/SC2P,SC2P provides functionalities for testing DE in two phases: (1) phase transition (difference in the probabilities of being expressed); and (2) magnitude tuning (difference in the levels of expression once the gene is on).,GPL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1/05/2018,1/05/2018
SC3,R,10.1101/036558;10.1038/nmeth.4236,PREPRINT;2017-03-27,https://github.com/hemberg-lab/sc3,SC3 is an interactive tool for the unsupervised clustering of cells from single cell RNA-Seq experiments.,GPL-3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8/09/2016,14/03/2018
SCALE,R,10.1101/109629;10.1186/s13059-017-1200-8,PREPRINT;2017-04-26,https://github.com/yuchaojiang/SCALE,Allele-Specific Expression by Single-Cell RNA Sequencing,GPL-3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,23/02/2017,14/03/2018
scanorama,Python,10.1101/371179,PREPRINT,https://github.com/brianhie/scanorama,Scanorama enables batch-correction and integration of heterogeneous scRNA-seq datasets,MIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21/07/2018,21/07/2018
